Age,Income,Saving (Cash),Property owner,Other asset,Counts,Percent
55.0, <=50K,1.0,1.0,1.0,13,0.04%
50.0, <=50K,3.0,1.0,1.0,13,0.04%
55.0, <=50K,2.0,0.0,1.0,13,0.04%
62.0, <=50K,4.0,1.0,1.0,13,0.04%
49.0, <=50K,5.0,0.0,0.0,12,0.04%
61.0, <=50K,2.0,0.0,0.0,12,0.04%
29.0, >50K,0.0,0.0,1.0,12,0.04%
36.0, >50K,2.0,0.0,1.0,12,0.04%
60.0, <=50K,5.0,1.0,1.0,12,0.04%
36.0, >50K,3.0,1.0,0.0,12,0.04%
30.0, >50K,2.0,1.0,1.0,12,0.04%
44.0, >50K,4.0,1.0,0.0,12,0.04%
49.0, <=50K,4.0,1.0,0.0,12,0.04%
44.0, >50K,3.0,1.0,1.0,12,0.04%
42.0, >50K,5.0,0.0,1.0,12,0.04%
48.0, >50K,5.0,1.0,1.0,12,0.04%
49.0, >50K,0.0,1.0,1.0,12,0.04%
49.0, >50K,1.0,0.0,1.0,12,0.04%
44.0, >50K,3.0,0.0,1.0,12,0.04%
50.0, <=50K,0.0,0.0,0.0,12,0.04%
44.0, >50K,3.0,0.0,0.0,12,0.04%
47.0, >50K,5.0,1.0,0.0,12,0.04%
44.0, >50K,2.0,0.0,0.0,12,0.04%
50.0, <=50K,2.0,0.0,1.0,12,0.04%
47.0, >50K,5.0,0.0,0.0,12,0.04%
37.0, >50K,5.0,0.0,0.0,12,0.04%
46.0, >50K,2.0,1.0,1.0,12,0.04%
45.0, <=50K,4.0,0.0,1.0,12,0.04%
62.0, <=50K,3.0,1.0,1.0,12,0.04%
37.0, >50K,1.0,1.0,0.0,12,0.04%
48.0, <=50K,3.0,0.0,0.0,12,0.04%
42.0, >50K,4.0,0.0,1.0,12,0.04%
47.0, >50K,2.0,1.0,0.0,12,0.04%
45.0, >50K,3.0,0.0,0.0,12,0.04%
36.0, >50K,5.0,1.0,1.0,12,0.04%
61.0, <=50K,0.0,1.0,0.0,12,0.04%
48.0, <=50K,5.0,0.0,0.0,12,0.04%
61.0, <=50K,0.0,0.0,1.0,12,0.04%
45.0, >50K,0.0,0.0,0.0,12,0.04%
48.0, >50K,1.0,0.0,1.0,12,0.04%
45.0, >50K,1.0,1.0,0.0,12,0.04%
43.0, >50K,4.0,0.0,0.0,12,0.04%
48.0, >50K,2.0,0.0,0.0,12,0.04%
46.0, >50K,0.0,0.0,1.0,12,0.04%
48.0, >50K,5.0,0.0,1.0,12,0.04%
45.0, >50K,0.0,1.0,1.0,12,0.04%
44.0, <=50K,1.0,0.0,0.0,12,0.04%
48.0, >50K,4.0,1.0,0.0,12,0.04%
44.0, >50K,1.0,1.0,1.0,12,0.04%
40.0, >50K,2.0,1.0,0.0,12,0.04%
52.0, <=50K,3.0,0.0,0.0,12,0.04%
59.0, <=50K,0.0,0.0,1.0,12,0.04%
56.0, <=50K,4.0,1.0,1.0,12,0.04%
52.0, <=50K,5.0,1.0,0.0,12,0.04%
35.0, >50K,1.0,0.0,0.0,12,0.04%
52.0, >50K,1.0,0.0,1.0,12,0.04%
56.0, <=50K,4.0,0.0,0.0,12,0.04%
52.0, >50K,2.0,0.0,0.0,12,0.04%
52.0, >50K,3.0,0.0,0.0,12,0.04%
60.0, <=50K,2.0,1.0,1.0,12,0.04%
60.0, <=50K,1.0,0.0,1.0,12,0.04%
52.0, >50K,4.0,1.0,1.0,12,0.04%
36.0, >50K,2.0,0.0,0.0,12,0.04%
56.0, <=50K,3.0,0.0,0.0,12,0.04%
38.0, >50K,3.0,0.0,1.0,12,0.04%
50.0, >50K,0.0,0.0,1.0,12,0.04%
56.0, <=50K,0.0,1.0,0.0,12,0.04%
35.0, >50K,0.0,0.0,0.0,12,0.04%
54.0, <=50K,0.0,1.0,0.0,12,0.04%
34.0, >50K,5.0,1.0,0.0,12,0.04%
54.0, <=50K,5.0,0.0,0.0,12,0.04%
34.0, >50K,0.0,1.0,0.0,12,0.04%
58.0, <=50K,4.0,1.0,0.0,12,0.04%
54.0, <=50K,5.0,1.0,1.0,12,0.04%
36.0, >50K,1.0,0.0,0.0,12,0.04%
54.0, >50K,0.0,0.0,1.0,12,0.04%
59.0, <=50K,2.0,1.0,0.0,12,0.04%
55.0, <=50K,2.0,1.0,1.0,12,0.04%
38.0, >50K,5.0,1.0,0.0,12,0.04%
34.0, >50K,4.0,0.0,1.0,12,0.04%
35.0, >50K,4.0,1.0,1.0,12,0.04%
39.0, >50K,1.0,1.0,1.0,12,0.04%
52.0, <=50K,1.0,0.0,1.0,12,0.04%
51.0, >50K,3.0,1.0,0.0,12,0.04%
35.0, >50K,2.0,1.0,1.0,12,0.04%
58.0, <=50K,0.0,0.0,1.0,12,0.04%
32.0, >50K,3.0,1.0,1.0,12,0.04%
50.0, >50K,2.0,0.0,1.0,12,0.04%
41.0, >50K,5.0,1.0,0.0,12,0.04%
35.0, >50K,1.0,1.0,0.0,12,0.04%
35.0, >50K,3.0,0.0,1.0,12,0.04%
50.0, >50K,5.0,0.0,1.0,12,0.04%
38.0, >50K,1.0,0.0,0.0,12,0.04%
51.0, <=50K,1.0,1.0,1.0,12,0.04%
51.0, <=50K,2.0,1.0,1.0,12,0.04%
51.0, <=50K,4.0,1.0,1.0,12,0.04%
39.0, >50K,0.0,0.0,0.0,12,0.04%
18.0, <=50K,4.0,1.0,0.0,12,0.04%
39.0, >50K,0.0,1.0,0.0,12,0.04%
60.0, <=50K,3.0,1.0,1.0,12,0.04%
51.0, >50K,4.0,1.0,1.0,12,0.04%
39.0, >50K,0.0,1.0,1.0,12,0.04%
51.0, >50K,5.0,0.0,0.0,12,0.04%
41.0, >50K,0.0,0.0,0.0,12,0.04%
41.0, <=50K,5.0,1.0,0.0,12,0.04%
51.0, >50K,5.0,0.0,1.0,12,0.04%
28.0, >50K,2.0,1.0,0.0,11,0.03%
58.0, <=50K,1.0,1.0,1.0,11,0.03%
58.0, <=50K,2.0,1.0,1.0,11,0.03%
57.0, <=50K,1.0,1.0,0.0,11,0.03%
57.0, <=50K,1.0,0.0,0.0,11,0.03%
64.0, <=50K,1.0,0.0,1.0,11,0.03%
63.0, <=50K,0.0,1.0,1.0,11,0.03%
56.0, <=50K,5.0,1.0,1.0,11,0.03%
56.0, <=50K,5.0,1.0,0.0,11,0.03%
55.0, <=50K,3.0,1.0,0.0,11,0.03%
17.0, <=50K,4.0,1.0,1.0,11,0.03%
64.0, <=50K,3.0,0.0,0.0,11,0.03%
28.0, >50K,4.0,0.0,0.0,11,0.03%
58.0, <=50K,3.0,0.0,0.0,11,0.03%
44.0, >50K,5.0,0.0,0.0,11,0.03%
50.0, <=50K,4.0,0.0,0.0,11,0.03%
62.0, <=50K,4.0,0.0,1.0,11,0.03%
55.0, <=50K,1.0,1.0,0.0,11,0.03%
52.0, <=50K,3.0,1.0,1.0,11,0.03%
48.0, <=50K,4.0,1.0,0.0,11,0.03%
52.0, <=50K,0.0,0.0,1.0,11,0.03%
48.0, >50K,2.0,1.0,1.0,11,0.03%
48.0, >50K,4.0,0.0,0.0,11,0.03%
51.0, >50K,4.0,1.0,0.0,11,0.03%
51.0, >50K,0.0,0.0,0.0,11,0.03%
51.0, <=50K,5.0,0.0,0.0,11,0.03%
50.0, >50K,3.0,0.0,1.0,11,0.03%
49.0, <=50K,5.0,1.0,1.0,11,0.03%
49.0, >50K,0.0,0.0,1.0,11,0.03%
60.0, <=50K,5.0,1.0,0.0,11,0.03%
50.0, >50K,1.0,1.0,1.0,11,0.03%
50.0, >50K,1.0,0.0,1.0,11,0.03%
50.0, >50K,1.0,0.0,0.0,11,0.03%
60.0, <=50K,3.0,0.0,0.0,11,0.03%
52.0, <=50K,4.0,0.0,1.0,11,0.03%
48.0, <=50K,3.0,0.0,1.0,11,0.03%
53.0, >50K,3.0,1.0,0.0,11,0.03%
59.0, <=50K,1.0,0.0,0.0,11,0.03%
62.0, <=50K,3.0,0.0,0.0,11,0.03%
59.0, <=50K,3.0,1.0,1.0,11,0.03%
62.0, <=50K,1.0,1.0,1.0,11,0.03%
59.0, >50K,3.0,1.0,0.0,11,0.03%
53.0, >50K,4.0,0.0,1.0,11,0.03%
47.0, <=50K,3.0,1.0,0.0,11,0.03%
52.0, <=50K,5.0,1.0,1.0,11,0.03%
53.0, <=50K,4.0,0.0,0.0,11,0.03%
60.0, <=50K,0.0,1.0,1.0,11,0.03%
53.0, <=50K,0.0,1.0,1.0,11,0.03%
48.0, <=50K,1.0,0.0,1.0,11,0.03%
48.0, <=50K,1.0,1.0,0.0,11,0.03%
48.0, <=50K,2.0,1.0,0.0,11,0.03%
57.0, <=50K,3.0,1.0,1.0,11,0.03%
57.0, <=50K,2.0,1.0,1.0,11,0.03%
41.0, >50K,1.0,1.0,1.0,11,0.03%
36.0, >50K,0.0,1.0,1.0,11,0.03%
30.0, >50K,4.0,1.0,1.0,11,0.03%
40.0, >50K,2.0,0.0,1.0,11,0.03%
43.0, >50K,4.0,1.0,0.0,11,0.03%
40.0, >50K,4.0,0.0,0.0,11,0.03%
31.0, >50K,3.0,1.0,0.0,11,0.03%
41.0, >50K,3.0,0.0,1.0,11,0.03%
39.0, >50K,5.0,0.0,0.0,11,0.03%
39.0, >50K,1.0,0.0,0.0,11,0.03%
42.0, >50K,3.0,1.0,0.0,11,0.03%
38.0, >50K,0.0,1.0,0.0,11,0.03%
37.0, >50K,3.0,1.0,1.0,11,0.03%
41.0, >50K,2.0,0.0,1.0,11,0.03%
33.0, >50K,3.0,1.0,0.0,11,0.03%
32.0, >50K,5.0,0.0,0.0,11,0.03%
43.0, >50K,5.0,1.0,1.0,11,0.03%
31.0, >50K,0.0,1.0,1.0,11,0.03%
42.0, >50K,4.0,1.0,0.0,11,0.03%
41.0, >50K,0.0,1.0,0.0,11,0.03%
34.0, >50K,3.0,1.0,1.0,11,0.03%
42.0, >50K,1.0,1.0,0.0,11,0.03%
35.0, >50K,4.0,1.0,0.0,11,0.03%
42.0, <=50K,0.0,1.0,0.0,11,0.03%
42.0, >50K,2.0,0.0,1.0,11,0.03%
34.0, >50K,1.0,0.0,0.0,11,0.03%
34.0, >50K,5.0,0.0,0.0,11,0.03%
42.0, >50K,1.0,0.0,1.0,11,0.03%
34.0, >50K,1.0,0.0,1.0,10,0.03%
38.0, >50K,1.0,1.0,1.0,10,0.03%
60.0, <=50K,4.0,0.0,1.0,10,0.03%
61.0, <=50K,5.0,1.0,1.0,10,0.03%
46.0, >50K,0.0,1.0,0.0,10,0.03%
52.0, >50K,4.0,0.0,1.0,10,0.03%
37.0, >50K,2.0,0.0,1.0,10,0.03%
30.0, >50K,3.0,0.0,1.0,10,0.03%
47.0, >50K,1.0,1.0,0.0,10,0.03%
54.0, >50K,2.0,0.0,1.0,10,0.03%
60.0, <=50K,4.0,1.0,1.0,10,0.03%
31.0, >50K,0.0,0.0,0.0,10,0.03%
46.0, >50K,1.0,1.0,1.0,10,0.03%
43.0, >50K,2.0,0.0,0.0,10,0.03%
52.0, >50K,5.0,1.0,1.0,10,0.03%
53.0, >50K,3.0,1.0,1.0,10,0.03%
40.0, >50K,1.0,1.0,1.0,10,0.03%
53.0, <=50K,1.0,0.0,1.0,10,0.03%
53.0, <=50K,1.0,1.0,0.0,10,0.03%
40.0, >50K,5.0,0.0,1.0,10,0.03%
54.0, <=50K,0.0,0.0,0.0,10,0.03%
51.0, >50K,5.0,1.0,0.0,10,0.03%
53.0, >50K,4.0,1.0,1.0,10,0.03%
43.0, >50K,0.0,0.0,1.0,10,0.03%
30.0, >50K,4.0,1.0,0.0,10,0.03%
53.0, >50K,2.0,0.0,0.0,10,0.03%
38.0, >50K,0.0,0.0,1.0,10,0.03%
41.0, >50K,0.0,1.0,1.0,10,0.03%
47.0, >50K,3.0,0.0,1.0,10,0.03%
41.0, >50K,5.0,1.0,1.0,10,0.03%
42.0, >50K,3.0,0.0,0.0,10,0.03%
48.0, >50K,2.0,1.0,0.0,10,0.03%
50.0, <=50K,5.0,1.0,0.0,10,0.03%
50.0, <=50K,5.0,0.0,1.0,10,0.03%
36.0, >50K,4.0,1.0,0.0,10,0.03%
32.0, >50K,2.0,0.0,0.0,10,0.03%
61.0, <=50K,2.0,1.0,1.0,10,0.03%
42.0, >50K,0.0,1.0,0.0,10,0.03%
66.0, <=50K,4.0,1.0,0.0,10,0.03%
49.0, >50K,3.0,1.0,1.0,10,0.03%
61.0, <=50K,4.0,0.0,0.0,10,0.03%
61.0, <=50K,4.0,0.0,1.0,10,0.03%
49.0, >50K,0.0,1.0,0.0,10,0.03%
49.0, <=50K,5.0,1.0,0.0,10,0.03%
41.0, >50K,5.0,0.0,1.0,10,0.03%
41.0, >50K,4.0,0.0,1.0,10,0.03%
36.0, >50K,5.0,1.0,0.0,10,0.03%
41.0, >50K,2.0,1.0,0.0,10,0.03%
47.0, >50K,3.0,1.0,0.0,10,0.03%
31.0, >50K,1.0,0.0,1.0,10,0.03%
51.0, >50K,3.0,0.0,0.0,10,0.03%
37.0, >50K,3.0,0.0,1.0,10,0.03%
51.0, >50K,1.0,0.0,1.0,10,0.03%
51.0, >50K,0.0,0.0,1.0,10,0.03%
37.0, >50K,0.0,1.0,0.0,10,0.03%
48.0, <=50K,3.0,1.0,1.0,10,0.03%
51.0, <=50K,5.0,0.0,1.0,10,0.03%
41.0, >50K,3.0,0.0,0.0,10,0.03%
51.0, <=50K,3.0,0.0,0.0,10,0.03%
41.0, >50K,3.0,1.0,0.0,10,0.03%
41.0, >50K,3.0,1.0,1.0,10,0.03%
42.0, >50K,5.0,0.0,0.0,10,0.03%
54.0, >50K,2.0,1.0,0.0,10,0.03%
53.0, >50K,4.0,0.0,0.0,10,0.03%
56.0, <=50K,2.0,0.0,1.0,10,0.03%
43.0, >50K,4.0,1.0,1.0,10,0.03%
30.0, >50K,2.0,0.0,1.0,10,0.03%
45.0, >50K,1.0,0.0,1.0,10,0.03%
56.0, <=50K,1.0,0.0,1.0,10,0.03%
56.0, <=50K,0.0,1.0,1.0,10,0.03%
38.0, >50K,5.0,1.0,1.0,10,0.03%
65.0, <=50K,0.0,0.0,0.0,10,0.03%
55.0, >50K,5.0,1.0,0.0,10,0.03%
59.0, <=50K,4.0,1.0,0.0,10,0.03%
45.0, >50K,3.0,0.0,1.0,10,0.03%
35.0, >50K,3.0,0.0,0.0,10,0.03%
55.0, >50K,3.0,1.0,1.0,10,0.03%
59.0, <=50K,2.0,0.0,0.0,10,0.03%
57.0, <=50K,5.0,1.0,0.0,10,0.03%
57.0, <=50K,5.0,1.0,1.0,10,0.03%
59.0, <=50K,5.0,0.0,1.0,10,0.03%
45.0, >50K,0.0,1.0,0.0,10,0.03%
45.0, >50K,0.0,0.0,1.0,10,0.03%
56.0, <=50K,1.0,1.0,1.0,10,0.03%
56.0, <=50K,4.0,1.0,0.0,10,0.03%
38.0, >50K,4.0,1.0,0.0,10,0.03%
38.0, >50K,4.0,0.0,1.0,10,0.03%
59.0, <=50K,3.0,1.0,0.0,10,0.03%
37.0, >50K,5.0,1.0,0.0,10,0.03%
59.0, <=50K,1.0,1.0,1.0,10,0.03%
37.0, >50K,5.0,1.0,1.0,10,0.03%
39.0, >50K,2.0,1.0,1.0,10,0.03%
56.0, <=50K,2.0,0.0,0.0,10,0.03%
56.0, <=50K,2.0,1.0,1.0,10,0.03%
29.0, >50K,2.0,1.0,0.0,10,0.03%
30.0, >50K,1.0,1.0,1.0,10,0.03%
44.0, >50K,5.0,1.0,0.0,10,0.03%
43.0, >50K,3.0,0.0,1.0,10,0.03%
65.0, <=50K,1.0,0.0,1.0,10,0.03%
57.0, >50K,0.0,1.0,1.0,10,0.03%
64.0, <=50K,2.0,1.0,1.0,10,0.03%
45.0, >50K,5.0,1.0,1.0,10,0.03%
39.0, >50K,5.0,1.0,1.0,10,0.03%
65.0, <=50K,3.0,1.0,1.0,10,0.03%
55.0, <=50K,1.0,0.0,1.0,10,0.03%
28.0, >50K,1.0,1.0,1.0,10,0.03%
58.0, <=50K,3.0,1.0,0.0,10,0.03%
46.0, <=50K,0.0,0.0,0.0,10,0.03%
36.0, >50K,0.0,0.0,1.0,10,0.03%
58.0, <=50K,3.0,0.0,1.0,10,0.03%
58.0, <=50K,0.0,1.0,0.0,10,0.03%
58.0, <=50K,1.0,0.0,1.0,10,0.03%
45.0, >50K,5.0,1.0,0.0,10,0.03%
63.0, <=50K,5.0,0.0,0.0,10,0.03%
40.0, <=50K,3.0,1.0,1.0,10,0.03%
35.0, >50K,5.0,0.0,1.0,10,0.03%
58.0, >50K,1.0,1.0,1.0,10,0.03%
34.0, >50K,3.0,1.0,0.0,10,0.03%
55.0, <=50K,4.0,1.0,1.0,10,0.03%
61.0, <=50K,0.0,0.0,0.0,9,0.03%
49.0, >50K,3.0,1.0,0.0,9,0.03%
50.0, >50K,4.0,1.0,1.0,9,0.03%
49.0, >50K,1.0,1.0,1.0,9,0.03%
49.0, >50K,2.0,0.0,0.0,9,0.03%
36.0, >50K,1.0,0.0,1.0,9,0.03%
59.0, <=50K,1.0,1.0,0.0,9,0.03%
61.0, <=50K,3.0,1.0,0.0,9,0.03%
49.0, >50K,0.0,0.0,0.0,9,0.03%
32.0, >50K,4.0,1.0,0.0,9,0.03%
58.0, <=50K,5.0,0.0,0.0,9,0.03%
61.0, <=50K,5.0,1.0,0.0,9,0.03%
58.0, <=50K,2.0,1.0,0.0,9,0.03%
60.0, >50K,3.0,1.0,1.0,9,0.03%
35.0, >50K,4.0,0.0,1.0,9,0.03%
57.0, <=50K,0.0,0.0,0.0,9,0.03%
58.0, >50K,2.0,0.0,1.0,9,0.03%
50.0, <=50K,5.0,1.0,1.0,9,0.03%
50.0, >50K,0.0,0.0,0.0,9,0.03%
50.0, <=50K,2.0,1.0,0.0,9,0.03%
61.0, <=50K,1.0,1.0,0.0,9,0.03%
32.0, >50K,3.0,1.0,0.0,9,0.03%
57.0, <=50K,2.0,0.0,0.0,9,0.03%
50.0, >50K,2.0,0.0,0.0,9,0.03%
41.0, >50K,4.0,1.0,1.0,9,0.03%
50.0, >50K,2.0,1.0,1.0,9,0.03%
50.0, >50K,3.0,0.0,0.0,9,0.03%
41.0, >50K,5.0,0.0,0.0,9,0.03%
32.0, >50K,1.0,0.0,0.0,9,0.03%
61.0, <=50K,2.0,1.0,0.0,9,0.03%
57.0, >50K,2.0,1.0,1.0,9,0.03%
61.0, <=50K,3.0,0.0,0.0,9,0.03%
32.0, >50K,3.0,0.0,0.0,9,0.03%
54.0, >50K,3.0,1.0,0.0,9,0.03%
59.0, <=50K,2.0,0.0,1.0,9,0.03%
29.0, >50K,3.0,1.0,0.0,9,0.03%
55.0, <=50K,5.0,0.0,1.0,9,0.03%
53.0, <=50K,5.0,0.0,0.0,9,0.03%
53.0, >50K,1.0,0.0,1.0,9,0.03%
53.0, >50K,1.0,1.0,1.0,9,0.03%
53.0, >50K,2.0,0.0,1.0,9,0.03%
53.0, >50K,2.0,1.0,0.0,9,0.03%
55.0, <=50K,4.0,0.0,0.0,9,0.03%
53.0, >50K,4.0,1.0,0.0,9,0.03%
53.0, >50K,5.0,1.0,0.0,9,0.03%
55.0, <=50K,3.0,0.0,0.0,9,0.03%
54.0, <=50K,0.0,1.0,1.0,9,0.03%
40.0, >50K,1.0,0.0,1.0,9,0.03%
40.0, >50K,1.0,0.0,0.0,9,0.03%
54.0, <=50K,2.0,0.0,0.0,9,0.03%
54.0, <=50K,2.0,0.0,1.0,9,0.03%
54.0, <=50K,4.0,0.0,1.0,9,0.03%
55.0, <=50K,1.0,0.0,0.0,9,0.03%
34.0, >50K,2.0,1.0,0.0,9,0.03%
54.0, >50K,5.0,1.0,1.0,9,0.03%
54.0, >50K,4.0,0.0,1.0,9,0.03%
38.0, >50K,3.0,1.0,0.0,9,0.03%
54.0, >50K,3.0,1.0,1.0,9,0.03%
54.0, >50K,3.0,0.0,0.0,9,0.03%
38.0, >50K,2.0,1.0,1.0,9,0.03%
55.0, >50K,0.0,1.0,0.0,9,0.03%
38.0, >50K,2.0,0.0,1.0,9,0.03%
33.0, >50K,1.0,0.0,0.0,9,0.03%
32.0, >50K,4.0,1.0,1.0,9,0.03%
39.0, >50K,0.0,0.0,1.0,9,0.03%
56.0, <=50K,4.0,0.0,1.0,9,0.03%
56.0, <=50K,3.0,1.0,1.0,9,0.03%
51.0, >50K,1.0,0.0,0.0,9,0.03%
56.0, <=50K,2.0,1.0,0.0,9,0.03%
41.0, >50K,1.0,1.0,0.0,9,0.03%
51.0, >50K,3.0,1.0,1.0,9,0.03%
56.0, <=50K,1.0,1.0,0.0,9,0.03%
38.0, >50K,4.0,0.0,0.0,9,0.03%
36.0, >50K,1.0,1.0,1.0,9,0.03%
53.0, <=50K,0.0,0.0,1.0,9,0.03%
52.0, <=50K,2.0,0.0,1.0,9,0.03%
38.0, >50K,1.0,1.0,0.0,9,0.03%
33.0, >50K,1.0,1.0,1.0,9,0.03%
52.0, <=50K,4.0,1.0,1.0,9,0.03%
38.0, >50K,2.0,0.0,0.0,9,0.03%
33.0, >50K,4.0,0.0,0.0,9,0.03%
52.0, >50K,3.0,1.0,0.0,9,0.03%
33.0, >50K,4.0,1.0,1.0,9,0.03%
52.0, >50K,5.0,1.0,0.0,9,0.03%
55.0, >50K,3.0,1.0,0.0,9,0.03%
31.0, >50K,5.0,0.0,1.0,9,0.03%
58.0, <=50K,5.0,0.0,1.0,9,0.03%
43.0, >50K,0.0,1.0,0.0,9,0.03%
42.0, >50K,1.0,0.0,0.0,9,0.03%
64.0, <=50K,0.0,0.0,0.0,9,0.03%
45.0, >50K,2.0,0.0,1.0,9,0.03%
48.0, >50K,4.0,1.0,1.0,9,0.03%
43.0, >50K,5.0,1.0,0.0,9,0.03%
42.0, >50K,1.0,1.0,1.0,9,0.03%
45.0, >50K,4.0,0.0,0.0,9,0.03%
48.0, >50K,3.0,1.0,0.0,9,0.03%
48.0, >50K,3.0,0.0,1.0,9,0.03%
65.0, <=50K,4.0,1.0,1.0,9,0.03%
62.0, <=50K,0.0,1.0,1.0,9,0.03%
48.0, >50K,1.0,0.0,0.0,9,0.03%
48.0, >50K,0.0,1.0,1.0,9,0.03%
62.0, <=50K,1.0,0.0,1.0,9,0.03%
48.0, >50K,0.0,0.0,0.0,9,0.03%
48.0, <=50K,5.0,1.0,1.0,9,0.03%
37.0, >50K,3.0,1.0,0.0,9,0.03%
63.0, <=50K,3.0,1.0,1.0,9,0.03%
31.0, >50K,4.0,0.0,0.0,9,0.03%
43.0, >50K,2.0,1.0,0.0,9,0.03%
46.0, >50K,3.0,1.0,0.0,9,0.03%
46.0, >50K,5.0,1.0,1.0,9,0.03%
48.0, <=50K,2.0,0.0,0.0,9,0.03%
31.0, >50K,3.0,0.0,0.0,9,0.03%
37.0, >50K,2.0,1.0,1.0,9,0.03%
62.0, <=50K,2.0,1.0,1.0,9,0.03%
31.0, >50K,1.0,1.0,1.0,9,0.03%
37.0, >50K,1.0,0.0,1.0,9,0.03%
62.0, <=50K,4.0,0.0,0.0,9,0.03%
47.0, >50K,3.0,0.0,0.0,9,0.03%
48.0, >50K,5.0,1.0,0.0,9,0.03%
43.0, >50K,3.0,1.0,1.0,9,0.03%
64.0, <=50K,0.0,1.0,1.0,9,0.03%
44.0, >50K,4.0,1.0,1.0,9,0.03%
42.0, >50K,0.0,1.0,1.0,9,0.03%
30.0, >50K,0.0,0.0,0.0,9,0.03%
44.0, >50K,0.0,1.0,1.0,9,0.03%
44.0, >50K,0.0,1.0,0.0,9,0.03%
44.0, >50K,2.0,1.0,0.0,9,0.03%
53.0, <=50K,5.0,0.0,1.0,8,0.02%
53.0, <=50K,5.0,1.0,0.0,8,0.02%
58.0, <=50K,1.0,1.0,0.0,8,0.02%
58.0, <=50K,1.0,0.0,0.0,8,0.02%
53.0, >50K,1.0,1.0,0.0,8,0.02%
63.0, <=50K,1.0,1.0,1.0,8,0.02%
27.0, >50K,1.0,1.0,0.0,8,0.02%
67.0, <=50K,5.0,0.0,1.0,8,0.02%
64.0, <=50K,5.0,1.0,1.0,8,0.02%
63.0, <=50K,2.0,0.0,0.0,8,0.02%
46.0, >50K,3.0,1.0,1.0,8,0.02%
58.0, >50K,1.0,0.0,1.0,8,0.02%
37.0, >50K,3.0,0.0,0.0,8,0.02%
54.0, <=50K,1.0,1.0,0.0,8,0.02%
43.0, >50K,1.0,1.0,1.0,8,0.02%
40.0, >50K,0.0,1.0,1.0,8,0.02%
54.0, <=50K,3.0,1.0,0.0,8,0.02%
33.0, >50K,5.0,1.0,0.0,8,0.02%
60.0, <=50K,1.0,0.0,0.0,8,0.02%
60.0, <=50K,0.0,1.0,0.0,8,0.02%
54.0, <=50K,4.0,1.0,1.0,8,0.02%
38.0, >50K,0.0,1.0,1.0,8,0.02%
52.0, <=50K,0.0,0.0,0.0,8,0.02%
33.0, >50K,0.0,1.0,1.0,8,0.02%
58.0, <=50K,4.0,1.0,1.0,8,0.02%
60.0, <=50K,4.0,1.0,0.0,8,0.02%
33.0, >50K,1.0,0.0,1.0,8,0.02%
36.0, >50K,0.0,1.0,0.0,8,0.02%
33.0, >50K,1.0,1.0,0.0,8,0.02%
62.0, <=50K,5.0,1.0,1.0,8,0.02%
52.0, >50K,0.0,0.0,1.0,8,0.02%
52.0, >50K,0.0,1.0,0.0,8,0.02%
52.0, >50K,1.0,0.0,0.0,8,0.02%
66.0, <=50K,2.0,0.0,0.0,8,0.02%
60.0, <=50K,2.0,0.0,1.0,8,0.02%
52.0, >50K,2.0,1.0,0.0,8,0.02%
52.0, >50K,5.0,0.0,1.0,8,0.02%
47.0, <=50K,2.0,0.0,1.0,8,0.02%
68.0, <=50K,4.0,0.0,0.0,8,0.02%
34.0, >50K,2.0,0.0,0.0,8,0.02%
57.0, >50K,2.0,0.0,0.0,8,0.02%
45.0, >50K,3.0,1.0,1.0,8,0.02%
55.0, <=50K,4.0,0.0,1.0,8,0.02%
35.0, >50K,2.0,0.0,1.0,8,0.02%
57.0, <=50K,0.0,0.0,1.0,8,0.02%
43.0, >50K,4.0,0.0,1.0,8,0.02%
45.0, >50K,5.0,0.0,0.0,8,0.02%
28.0, >50K,2.0,0.0,0.0,8,0.02%
59.0, <=50K,5.0,1.0,0.0,8,0.02%
55.0, >50K,2.0,1.0,1.0,8,0.02%
59.0, <=50K,0.0,0.0,0.0,8,0.02%
65.0, <=50K,4.0,0.0,1.0,8,0.02%
55.0, >50K,5.0,0.0,0.0,8,0.02%
30.0, >50K,0.0,1.0,0.0,8,0.02%
29.0, >50K,2.0,0.0,1.0,8,0.02%
56.0, >50K,2.0,0.0,0.0,8,0.02%
56.0, <=50K,0.0,0.0,1.0,8,0.02%
45.0, >50K,1.0,1.0,1.0,8,0.02%
65.0, <=50K,1.0,1.0,1.0,8,0.02%
65.0, <=50K,0.0,1.0,1.0,8,0.02%
35.0, >50K,0.0,0.0,1.0,8,0.02%
34.0, >50K,4.0,0.0,0.0,8,0.02%
59.0, <=50K,2.0,1.0,1.0,8,0.02%
59.0, >50K,1.0,1.0,0.0,8,0.02%
54.0, >50K,0.0,1.0,0.0,8,0.02%
67.0, <=50K,4.0,0.0,0.0,8,0.02%
54.0, >50K,1.0,0.0,1.0,8,0.02%
30.0, >50K,3.0,0.0,0.0,8,0.02%
29.0, >50K,5.0,1.0,0.0,8,0.02%
63.0, <=50K,4.0,1.0,1.0,8,0.02%
57.0, >50K,0.0,0.0,1.0,8,0.02%
54.0, >50K,4.0,1.0,0.0,8,0.02%
44.0, >50K,4.0,0.0,0.0,8,0.02%
17.0, <=50K,3.0,0.0,0.0,8,0.02%
57.0, <=50K,4.0,1.0,0.0,8,0.02%
55.0, <=50K,0.0,0.0,0.0,8,0.02%
58.0, >50K,4.0,0.0,0.0,8,0.02%
